,BATHRM,HF_BATHRM,BATHROOMS,AC1IsYes,NUM_UNITS,ROOMS,BEDRM,EYB,STORIES,YearSold,Month,Winter,Spring,Summer,PRICE,logPrice,GrossBuildingArea,RowInside,RowEnd,Multi,SemiDetached,Single,TownEnd,TownInside,GradeLowerBetter,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,Residential_0/Condo_1,ASSESSMENT_NBHD,CongressHeights,Deanwood,RandleHeights,FortDupontPark,MichiganPark,MarshallHeights,ColumbiaHeights,Brookland,Trinidad,Hillcrest,Burleith,Anacostia,LilyPonds,BarryFarms,Petworth,Woodridge,OldCity1,Brentwood,Eckington,MtPleasant,FortLincoln,RiggsPark,StreetHeights16th,OldCity2,TakomaPark,Brightwood,Chillum,CapitolHill,LedroitPark,ChevyChase,ShepherdHeights,Georgetown,AmericanUniversity,FoggyBottom,Kent,WesleyHeights,Palisades,GloverPark,Crestwood,ClevelandPark,ColonialVillage,SouthwestWaterfront,Foxhall,NorthClevelandPark,Hawthorne,SpringValley,Wakefield,Centraltri1,Berkley,Garfield,ForestHills,ObservatoryCircle,Kalorama,Woodley,MassachusettsAvenueHeights,ASSESSMENT_SUBNBHD,CENSUS_TRACT,CENSUS_BLOCK,Ward,Ward2,Ward3,Ward4,Ward5,Ward6,Ward7,SQUARE,X,Y,QUADRANT,NW,NE,SW
60758,2,0,2,0,1,6,3,1967,2,2017,2,1,0,0,830000,5.919,1312,0,1,0,0,0,0,0,2,Average,Common Brick,Built Up,Wood Floor,1,1,11,1329,0,Eckington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,019 A Eckington,3302,003302 1002,5,0,0,0,1,0,0,3109,-77.01289901,38.91505762,NW,1,0,0
67964,3,1,3.5,1,1,6,3,2013,3,2018,3,0,1,0,830000,5.919,1582,1,0,0,0,0,0,0,2,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1,1,11,873,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 E Brookland,9201,009201 1004,5,0,0,0,1,0,0,3648,-76.99850866,38.9286245,NE,0,1,0
70877,3,1,3.5,1,1,7,5,1969,2.5,2016,4,0,1,0,830000,5.919,2176,0,1,0,0,0,0,0,2,Good,Stucco,Slate,Wood Floor,1,0,12,7500,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 D Brookland,9301,009301 2009,5,0,0,0,1,0,0,3928,-76.99012395,38.93302818,NE,0,1,0
75337,3,0,3,0,2,12,4,1954,2,2018,5,0,1,0,830000,5.919,3392,0,0,1,0,0,0,0,3,Average,Stucco,Comp Shingle,Hardwood,2,0,24,7778,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 C Brookland,9301,009301 4000,5,0,0,0,1,0,0,4004,-76.98544225,38.93446681,NE,0,1,0
81574,3,1,3.5,1,1,10,3,1967,2,2018,5,0,1,0,830000,5.919,1396,1,0,0,0,0,0,0,2,Very Good,Common Brick,Built Up,Hardwood,1,0,11,1283,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 H Old City 1,7901,007901 2005,6,0,0,0,0,1,0,4561,-76.97987269,38.8941187,NE,0,1,0
61663,1,0,1,0,1,6,3,1961,2,2017,7,0,0,1,830119,5.919,1380,1,0,0,0,0,0,0,3,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1752,0,Petworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,042 C Petworth,2102,002102 5003,4,0,0,1,0,0,0,3256,-77.01887608,38.95270562,NW,1,0,0
1572,2,1,2.5,1,1,6,3,1964,2,2017,10,0,0,0,830258,5.919,832,1,0,0,0,0,0,0,3,Good,Common Brick,Built Up,Hardwood,2,0,24,1167,0,Old City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,040 B Old City 2,4801,004801 1011,6,0,0,0,0,1,0,477,-77.01942226,38.91184769,NW,1,0,0
83623,3,1,3.5,1,2,8,4,1967,2,2015,4,0,1,0,830300,5.919,1692,1,0,0,0,0,0,0,2,Very Good,Common Brick,Built Up,Hardwood,2,0,11,2709,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 G Old City 1,7901,007901 3006,6,0,0,0,0,1,0,4563,-76.98151579,38.89412684,NE,0,1,0
80547,3,1,3.5,1,1,8,4,2017,2.5,2016,11,0,0,0,830955,5.92,2448,1,0,0,0,0,0,0,2,Excellent,Common Brick,Comp Shingle,Hardwood,1,0,11,1992,0,Fort Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9000,009000 2002,5,0,0,0,1,0,0,4325,-76.95977324,38.92507725,NE,0,1,0
9975,2,1,2.5,1,1,6,3,1969,2,2015,11,0,0,0,831000,5.92,1524,1,0,0,0,0,0,0,2,Good,Brick/Stone,Built Up,Hardwood,1,1,11,1020,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 J Old City 1,8402,008402 2004,6,0,0,0,0,1,0,913,-76.99435091,38.89813627,NE,0,1,0
26770,2,0,2,1,1,8,3,1975,1,2018,3,0,1,0,831000,5.92,1266,0,1,0,0,0,0,0,2,Average,Common Brick,Comp Shingle,Hardwood,1,2,12,5000,0,Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,030 B Kent,901,000901 1016,3,0,1,0,0,0,0,1439,-77.10297124,38.92938031,NW,1,0,0
43597,3,1,3.5,1,1,8,5,1972,2,2015,7,0,0,1,831000,5.92,1960,0,1,0,0,0,0,0,2,Good,Common Brick,Slate,Hardwood,1,2,12,8316,0,Colonial Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1600,001600 4016,4,0,0,1,0,0,0,2749,-77.03922475,38.98824452,NW,1,0,0
10764,1,1,1.5,1,1,6,3,1980,2,2017,5,0,1,0,831518,5.92,1508,1,0,0,0,0,0,0,2,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1103,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 K Old City 1,8301,008301 2008,6,0,0,0,0,1,0,836,-76.99904711,38.89551062,NE,0,1,0
41329,1,2,2,1,1,6,3,1969,2,2017,1,1,0,0,832000,5.92,1476,1,0,0,0,0,0,0,2,Good,Stone,Built Up,Hardwood,1,1,11,1893,0,Mt. Pleasant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,036 B Mt. Pleasant,2702,002702 2004,1,0,0,0,0,0,0,2588,-77.04104258,38.92817123,NW,1,0,0
45662,2,1,2.5,1,1,8,5,1963,2.5,2015,12,1,0,0,832000,5.92,2352,0,1,0,0,0,0,0,2,Good,Common Brick,Slate,Hardwood,1,1,12,7645,0,Colonial Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1600,001600 4022,4,0,0,1,0,0,0,2747,-77.03766125,38.98770282,NW,1,0,0
72297,3,1,3.5,1,1,8,3,2016,3,2018,7,0,0,1,832000,5.92,1280,0,0,0,0,0,0,1,2,Very Good,Common Brick,Neopren,Hardwood,1,0,11,1620,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 C Brookland,9504,009504 1011,5,0,0,0,1,0,0,3884,-76.99170297,38.93684237,NE,0,1,0
73422,3,1,3.5,1,1,8,4,1969,2,2017,5,0,1,0,832000,5.92,1184,0,1,0,0,0,0,0,2,Very Good,Common Brick,Built Up,Hardwood,1,0,11,2457,0,Trinidad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,052 A Trinidad,8802,008802 3001,5,0,0,0,1,0,0,4064,-76.98978751,38.9054524,NE,0,1,0
64248,2,1,2.5,1,1,8,3,2016,4,2016,6,0,0,1,832026,5.92,1716,1,0,0,0,0,0,0,2,Excellent,Brick Veneer,Built Up,Hardwood,1,1,11,1328,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 E Brookland,9201,009201 1003,5,0,0,0,1,0,0,3655,-76.9967554,38.93101284,NE,0,1,0
47150,3,1,3.5,1,1,8,5,1966,1,2017,3,0,1,0,832250,5.92,1837,0,1,0,0,0,0,0,2,Good,Common Brick,Comp Shingle,Hardwood,2,2,12,6067,0,Shepherd Heights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1600,001600 3014,4,0,0,1,0,0,0,2736,-77.03534082,38.9775632,NW,1,0,0
78963,3,1,3.5,1,1,7,3,1978,2,2017,11,0,0,0,832400,5.92,1649,0,1,0,0,0,0,0,3,Good,Aluminum,Comp Shingle,Hardwood,1,1,12,7100,0,Woodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,056 A Woodridge,9400,009400 2014,5,0,0,0,1,0,0,4247,-76.97316819,38.93158044,NE,0,1,0
8830,3,1,3.5,1,1,6,3,1964,2,2016,8,0,0,1,832500,5.92,1088,1,0,0,0,0,0,0,3,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1177,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 L Old City 1,10600,010600 1005,6,0,0,0,0,1,0,855,-76.99742845,38.90471156,NE,0,1,0
18953,3,1,3.5,1,2,6,4,1967,2,2017,8,0,0,1,832500,5.92,1268,1,0,0,0,0,0,0,2,Good,Common Brick,Built Up,Hardwood,2,1,24,1653,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 B Old City 1,6802,006802 2001,6,0,0,0,0,1,0,1102,-76.97986544,38.88354711,SE,0,0,0
29242,2,1,2.5,0,1,7,3,1960,2,2015,5,0,1,0,832500,5.92,1692,0,1,0,0,0,0,0,2,Average,Common Brick,Slate,Hardwood,1,2,12,4000,0,American University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001 B American University,1001,001001 3001,3,0,1,0,0,0,0,1547,-77.09161185,38.95041828,NW,1,0,0
31024,2,0,2,1,1,6,3,1969,1.25,2016,11,0,0,0,832500,5.92,1027,0,1,0,0,0,0,0,2,Good,Common Brick,Comp Shingle,Hardwood,1,0,12,5075,0,American University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,001 A American University,1001,001001 2008,3,0,1,0,0,0,0,1653,-77.08480774,38.95290383,NW,1,0,0
78008,5,1,5.5,1,1,9,4,2017,2.25,2016,4,0,1,0,832925,5.921,2448,1,0,0,0,0,0,0,2,Excellent,Face Brick,Comp Shingle,Hardwood/Carp,1,2,11,1776,0,Fort Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9000,009000 2002,5,0,0,0,1,0,0,4325,-76.95977324,38.92507725,NE,0,1,0
17801,1,2,2,1,1,6,3,1967,2,2015,5,0,1,0,833000,5.921,1528,1,0,0,0,0,0,0,2,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,2049,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 A Old City 1,6700,006700 1000,6,0,0,0,0,1,0,1058,-76.9843504,38.88931598,SE,0,0,0
52572,2,1,2.5,1,1,6,3,1967,2,2015,10,0,0,0,833250,5.921,1520,1,0,0,0,0,0,0,2,Good,Common Brick,Built Up,Wood Floor,1,1,11,1856,0,Ledroit Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,031 A Ledroit Park,3400,003400 1003,1,0,0,0,0,0,0,3087,-77.01515375,38.91738887,NW,1,0,0
3414,2,1,2.5,1,1,5,2,1967,2,2015,1,1,0,0,833500,5.921,1572,1,0,0,0,0,0,0,2,Good,Common Brick,Comp Shingle,Hardwood,1,1,11,1440,0,Old City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,040 G Old City 2,4901,004901 1002,6,0,0,0,0,1,0,363,-77.02495472,38.91350629,NW,1,0,0
15551,3,1,3.5,1,1,9,4,1967,2,2017,10,0,0,0,833500,5.921,1388,0,1,0,0,0,0,0,2,Good,Common Brick,Metal- Sms,Hardwood,2,2,11,854,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 F Old City 1,8001,008001 2001,6,0,0,0,0,1,0,1052,-76.98511847,38.89681068,NE,0,1,0
45843,2,1,2.5,1,2,6,3,1980,2,2015,9,0,0,0,833550,5.921,1840,1,0,0,0,0,0,0,2,Good,Common Brick,Metal- Sms,Hardwood,2,0,11,2928,0,Columbia Heights,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,015 B Columbia Heights,2502,002502 3002,4,0,0,1,0,0,0,2824,-77.03123928,38.93925808,NW,1,0,0
44752,3,1,3.5,1,1,7,3,1967,2,2015,1,1,0,0,833999,5.921,1584,0,1,0,0,0,0,0,2,Good,Common Brick,Slate,Hardwood,1,1,12,4871,0,Colonial Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1600,001600 4017,4,0,0,1,0,0,0,2764,-77.03788761,38.98933986,NW,1,0,0
75407,3,1,3.5,1,1,12,4,1969,2,2016,3,0,1,0,834000,5.921,1406,1,0,0,0,0,0,0,2,Very Good,Stucco,Metal- Sms,Hardwood,1,0,11,1595,0,Trinidad,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,052 B Trinidad,8802,008802 2006,5,0,0,0,1,0,0,4067,-76.98547691,38.90248166,NE,0,1,0
62884,3,1,3.5,1,1,7,5,1964,1,2017,6,0,0,1,834068,5.921,1589,0,1,0,0,0,0,0,3,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,12,7126,0,Chillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1902,001902 1002,4,0,0,1,0,0,0,3338,-77.01477221,38.9632377,NW,1,0,0
10724,2,0,2,1,1,5,2,1964,1,2016,9,0,0,0,834125,5.921,1476,0,1,0,0,0,0,0,3,Good,Wood Siding,Comp Shingle,Wood Floor,1,0,12,2079,0,Capitol Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009 A Capitol Hill,7000,007000 2010,6,0,0,0,0,1,0,949,-76.99314318,38.88204801,SE,0,0,0
23365,3,1,3.5,1,1,8,2,1969,2,2015,10,0,0,0,834500,5.921,1496,1,0,0,0,0,0,0,2,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1620,0,Glover Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,000300 4009,3,0,1,0,0,0,0,1301,-77.0751295,38.92025156,NW,1,0,0
58590,3,1,3.5,1,1,8,4,1982,2,2016,6,0,0,1,834900,5.922,1520,1,0,0,0,0,0,0,3,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,11,2000,0,Petworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,042 A Petworth,2301,002301 2010,4,0,0,1,0,0,0,3311,-77.01624697,38.94266214,NW,1,0,0
64264,2,1,2.5,1,1,8,3,2016,3,2017,2,1,0,0,834900,5.922,1800,1,0,0,0,0,0,0,2,Excellent,Brick Veneer,Built Up,Hardwood,1,1,11,1313,0,Brookland,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,007 E Brookland,9201,009201 1003,5,0,0,0,1,0,0,3655,-76.9967554,38.93101284,NE,0,1,0
1035,1,0,1,0,1,6,3,1954,2,2015,11,0,0,0,835000,5.922,1496,0,1,0,0,0,0,0,3,Average,Face Brick,Built Up,Hardwood,1,0,11,1758,0,Old City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,040 C Old City 2,4901,004901 2000,6,0,0,0,0,1,0,420,-77.02251946,38.91167067,NW,1,0,0
4776,2,1,2.5,1,1,5,2,1967,2,2017,12,1,0,0,835000,5.922,1740,0,1,0,0,0,0,0,2,Good,Stucco,Built Up,Hardwood/Carp,1,1,11,1113,0,Old City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,040 F Old City 2,4400,004400 1003,1,0,0,0,0,0,0,271,-77.0286814,38.91994712,NW,1,0,0
5838,2,1,2.5,1,2,8,4,1957,2,2018,5,0,1,0,835000,5.922,1350,1,0,0,0,0,0,0,2,Average,Common Brick,Metal- Sms,Hardwood,2,0,24,1226,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 L Old City 1,10600,010600 2043,6,0,0,0,0,1,0,775,-77.00135423,38.90224472,NE,0,1,0
6258,2,1,2.5,1,2,6,2,1964,2,2016,3,0,1,0,835000,5.922,1330,1,0,0,0,0,0,0,3,Good,Stucco,Built Up,Hardwood,1,2,24,1311,0,Old City 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,040 B Old City 2,4801,004801 1009,6,0,0,0,0,1,0,508,-77.01834022,38.91321241,NW,1,0,0
8900,3,1,3.5,1,1,8,3,1967,2,2017,7,0,0,1,835000,5.922,1368,1,0,0,0,0,0,0,2,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,987,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 L Old City 1,10600,010600 2013,6,0,0,0,0,1,0,773,-77.00111811,38.90474905,NE,0,1,0
9343,2,1,2.5,1,2,9,4,1969,2,2015,2,1,0,0,835000,5.922,1556,1,0,0,0,0,0,0,2,Good,Common Brick,Metal- Sms,Wood Floor,2,1,24,1280,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 J Old City 1,8302,008302 1003,6,0,0,0,0,1,0,891,-76.99543847,38.89805442,NE,0,1,0
9990,2,1,2.5,1,1,6,3,1964,2,2018,4,0,1,0,835000,5.922,1088,1,0,0,0,0,0,0,3,Very Good,Common Brick,Built Up,Wood Floor,1,0,11,731,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 L Old City 1,8410,008410 1012,6,0,0,0,0,1,0,932,-76.99314669,38.90193631,NE,0,1,0
10072,2,1,2.5,0,1,6,3,1967,3,2017,7,0,0,1,835000,5.922,1908,1,0,0,0,0,0,0,2,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1276,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 K Old City 1,8301,008301 2000,6,0,0,0,0,1,0,835,-76.99902762,38.89678066,NE,0,1,0
10578,3,1,3.5,1,1,10,4,1969,2,2016,12,1,0,0,835000,5.922,1320,1,0,0,0,0,0,0,2,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1120,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 K Old City 1,8402,008402 2007,6,0,0,0,0,1,0,936,-76.99332975,38.8969498,NE,0,1,0
11694,3,0,3,1,1,7,3,1969,2,2015,8,0,0,1,835000,5.922,1450,0,1,0,0,0,0,0,2,Good,Common Brick,Built Up,Hardwood,1,0,11,733,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 J Old City 1,8402,008402 1005,6,0,0,0,0,1,0,983,-76.99104976,38.89823226,NE,0,1,0
11733,2,1,2.5,1,2,6,3,1967,2,2016,8,0,0,1,835000,5.922,1146,1,0,0,0,0,0,0,2,Good,Brick/Stone,Metal- Sms,Hardwood/Carp,2,2,24,947,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 K Old City 1,8100,008100 2004,6,0,0,0,0,1,0,917,-76.99420068,38.89275626,NE,0,1,0
11927,1,1,1.5,1,1,7,2,1964,2,2017,11,0,0,0,835000,5.922,1720,0,1,0,0,0,0,0,3,Good,Wood Siding,Metal- Sms,Hardwood/Carp,1,3,11,1907,0,Old City 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039 C Old City 1,7100,007100 2007,6,0,0,0,0,1,0,995,-76.99102613,38.88001862,SE,0,0,0
13196,1,1,1.5,1,1,6,2,1982,2,2016,4,0,1,0,835000,5.922,1914,1,0,0,0,0,0,0,2,Good,Brick/Stone,Metal- Sms,Hardwood,1,2,11,1004,0,Capitol Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,009 B Capitol Hill,6700,006700 3013,6,0,0,0,0,1,0,924,-76.99432437,38.88527273,SE,0,0,0
